id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,type_of_assessment,score_text,v_type_of_assessment,v_decile_score,v_score_text,in_custody,out_custody,two_year_recid
4994,Male,26,25 - 45,Caucasian,0,4,0,0,1,F,Grand Theft (Motor Vehicle),1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,4/29/14,5/3/14,1
4996,Male,27,25 - 45,Caucasian,0,1,0,0,1,F,Dealing in Stolen Property,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,11/12/13,11/13/13,0
4998,Male,33,25 - 45,Caucasian,0,2,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,5/15/13,5/16/13,0
4999,Male,33,25 - 45,African-American,0,8,0,0,2,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,High,Risk of Violence,9,High,4/8/14,4/8/14,1
5001,Male,23,Less than 25,African-American,0,2,0,0,0,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,1/24/16,1/25/16,1
5003,Male,25,25 - 45,African-American,0,8,1,0,4,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,6,Medium,6/5/15,6/5/15,1
5004,Male,32,25 - 45,African-American,0,2,0,0,0,F,False Imprisonment,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/23/14,5/8/14,1
5005,Male,34,25 - 45,Hispanic,0,9,0,0,14,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,High,Risk of Violence,9,High,10/17/14,11/13/14,1
5009,Female,29,25 - 45,Caucasian,0,2,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,10/26/13,10/28/13,0
5010,Male,38,25 - 45,African-American,0,9,0,0,19,F,arrest case no charge,1,1,Risk of Recidivism,High,Risk of Violence,5,Medium,8/23/13,8/25/13,1
5012,Male,29,25 - 45,Caucasian,0,1,0,0,0,M,Poss Of Controlled Substance,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,4/7/13,4/8/13,0
5014,Male,27,25 - 45,African-American,0,8,0,0,6,F,Possession Burglary Tools,1,0,Risk of Recidivism,High,Risk of Violence,9,High,1/24/14,2/28/14,1
5015,Male,25,25 - 45,Caucasian,0,2,0,0,0,M,Disorderly Intoxication,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,6/20/15,6/21/15,1
5017,Female,31,25 - 45,Caucasian,0,5,0,2,2,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,10/16/14,11/27/14,1
5019,Male,30,25 - 45,African-American,0,9,0,0,8,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,9,High,1/10/13,3/16/13,1
5020,Male,41,25 - 45,African-American,0,7,0,0,0,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Medium,Risk of Violence,1,Low,1/17/14,1/18/14,0
5022,Male,59,Greater than 45,African-American,0,4,0,0,8,F,Possession of Cocaine,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,2/19/14,3/1/14,0
5023,Male,21,Less than 25,Caucasian,0,4,0,0,1,M,Battery,1,1,Risk of Recidivism,Low,Risk of Violence,7,Medium,6/3/14,6/4/14,1
5025,Female,33,25 - 45,African-American,0,4,0,0,6,M,arrest case no charge,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,9/17/14,9/17/14,1
5027,Male,27,25 - 45,African-American,0,4,0,0,6,F,Felony Petit Theft,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,12/4/14,12/22/14,1
5033,Male,30,25 - 45,African-American,0,1,0,0,0,F,Felony Battery (Dom Strang),0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,3/3/14,3/4/14,0
5035,Male,43,25 - 45,Caucasian,0,5,0,0,4,F,Uttering a Forged Instrument,0,0,Risk of Recidivism,Medium,Risk of Violence,1,Low,4/5/13,5/23/13,0
5037,Female,24,Less than 25,Caucasian,0,9,0,1,2,F,Obtain Control Substance By Fraud,0,0,Risk of Recidivism,High,Risk of Violence,4,Low,1/7/14,1/7/14,0
5042,Male,45,Greater than 45,African-American,0,7,0,0,13,M,Viol Injunction Protect Dom Vi,1,1,Risk of Recidivism,Medium,Risk of Violence,6,Medium,6/13/13,8/8/13,1
5043,Male,23,Less than 25,Caucasian,0,9,0,1,0,F,False Imprisonment,1,1,Risk of Recidivism,High,Risk of Violence,9,High,1/3/13,1/22/13,1
5045,Female,40,25 - 45,Caucasian,0,10,0,0,5,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,High,Risk of Violence,3,Low,8/3/13,9/27/13,0
5046,Female,23,Less than 25,African-American,0,7,0,0,0,F,Felony Petit Theft,0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,10/28/13,10/30/13,0
5047,Male,39,25 - 45,African-American,0,2,0,0,3,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,3/21/13,3/22/13,0
5048,Female,26,25 - 45,African-American,0,5,0,0,5,F,Aggrav Battery w/Deadly Weapon,1,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,1/29/14,3/4/14,1
5049,Female,26,25 - 45,Caucasian,0,2,0,0,0,M,Driving Under The Influence,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,7/6/13,7/6/13,0
5050,Male,21,Less than 25,African-American,0,4,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,6,Medium,8/6/13,8/7/13,0
5051,Male,30,25 - 45,Caucasian,0,3,1,1,3,F,Tampering with a Victim,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,3/4/13,5/8/13,0
5052,Male,44,25 - 45,Caucasian,0,4,0,0,0,F,Grand Theft (Motor Vehicle),0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/4/13,9/16/13,0
5053,Male,21,Less than 25,African-American,0,7,0,0,1,F,Burglary Dwelling Armed,1,0,Risk of Recidivism,Medium,Risk of Violence,8,High,9/10/14,10/2/14,1
5054,Male,23,Less than 25,African-American,0,4,0,0,0,M,Lewdness Violation,1,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,2/13/13,2/15/13,0
5057,Female,49,Greater than 45,African-American,0,1,0,0,1,F,Felony Driving While Lic Suspd,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/3/14,2/4/14,0
5058,Male,23,Less than 25,African-American,0,10,0,0,3,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,High,Risk of Violence,8,High,2/16/15,2/24/15,1
5060,Male,24,Less than 25,African-American,0,5,0,0,1,F,Possession of Cocaine,1,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,8/19/13,4/23/14,1
5061,Female,21,Less than 25,African-American,0,4,0,0,1,F,arrest case no charge,1,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,4/25/14,4/26/14,1
5062,Female,37,25 - 45,Caucasian,0,6,0,0,7,F,False Ownership Info/Pawn Item,1,0,Risk of Recidivism,Medium,Risk of Violence,2,Low,9/20/13,2/20/14,1
5063,Female,21,Less than 25,African-American,0,5,0,0,1,M,Battery,1,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,,,1
5064,Male,28,25 - 45,Caucasian,0,2,0,0,2,F,arrest case no charge,1,1,Risk of Recidivism,Low,Risk of Violence,3,Low,10/3/13,10/13/13,1
5065,Male,42,25 - 45,Caucasian,0,4,0,0,2,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,8/26/13,10/6/13,0
5066,Male,23,Less than 25,Other,0,6,2,0,7,F,Carrying Concealed Firearm,1,1,Risk of Recidivism,Medium,Risk of Violence,8,High,7/25/13,7/31/13,1
5067,Female,24,Less than 25,African-American,0,6,0,0,2,F,Felony Driving While Lic Suspd,1,1,Risk of Recidivism,Medium,Risk of Violence,4,Low,8/9/14,8/10/14,1
5068,Male,31,25 - 45,Caucasian,0,7,0,0,0,F,Possession of Cocaine,0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,1/22/14,1/22/14,0
5069,Male,24,Less than 25,African-American,1,10,0,0,2,M,Prostitution/Lewd Act Assignation,1,0,Risk of Recidivism,High,Risk of Violence,9,High,5/7/13,9/25/14,1
5071,Male,25,25 - 45,African-American,0,2,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,12/19/13,4/16/14,0
5073,Male,55,Greater than 45,African-American,0,2,0,0,12,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,12/1/98,6/8/01,0
5074,Male,33,25 - 45,African-American,0,1,0,0,1,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/23/13,3/24/13,1
5075,Male,26,25 - 45,African-American,1,10,3,0,24,M,Resist/Obstruct W/O Violence,1,1,Risk of Recidivism,High,Risk of Violence,10,High,1/12/13,4/8/13,1
5078,Male,27,25 - 45,African-American,0,7,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,4/17/13,4/23/13,0
5079,Male,26,25 - 45,Caucasian,0,2,0,0,3,M,Viol Prot Injunc Repeat Viol,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,5/5/13,5/6/13,0
5083,Male,21,Less than 25,Hispanic,0,10,0,0,0,M,,1,0,Risk of Recidivism,High,Risk of Violence,9,High,3/9/15,6/30/15,1
5084,Female,27,25 - 45,African-American,0,4,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,,,0
5086,Male,46,Greater than 45,Caucasian,0,1,0,0,0,F,Possession of Cocaine,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,9/24/13,10/1/13,0
5088,Female,38,25 - 45,Caucasian,0,6,0,0,1,M,Battery,1,1,Risk of Recidivism,Medium,Risk of Violence,4,Low,7/26/14,8/29/14,1
5094,Female,24,Less than 25,African-American,0,5,0,0,0,M,Exposes Culpable Negligence,0,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,2/12/13,2/13/13,0
5096,Female,38,25 - 45,African-American,0,4,0,0,0,M,Viol Prot Injunc Repeat Viol,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/22/14,3/23/14,0
5098,Male,27,25 - 45,African-American,0,9,0,0,7,F,Burglary Conveyance Unoccup,1,0,Risk of Recidivism,High,Risk of Violence,6,Medium,6/1/14,6/2/14,1
5099,Male,48,Greater than 45,African-American,0,3,0,0,6,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,11/23/13,11/25/13,0
5100,Female,31,25 - 45,Caucasian,0,4,0,0,2,F,Possession of Cocaine,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/16/14,6/6/14,1
5101,Male,28,25 - 45,African-American,0,5,0,0,5,M,Battery,1,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,5/12/13,7/3/13,1
5103,Male,30,25 - 45,Hispanic,0,9,0,0,7,F,Agg Assault W/int Com Fel Dome,0,0,Risk of Recidivism,High,Risk of Violence,7,Medium,11/5/13,11/6/13,0
5106,Male,25,25 - 45,Caucasian,0,5,0,1,6,M,Petit Theft,1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,8/18/14,9/15/14,1
5107,Male,27,25 - 45,African-American,0,10,0,0,8,F,arrest case no charge,1,1,Risk of Recidivism,High,Risk of Violence,9,High,4/8/13,5/6/13,1
5108,Male,55,Greater than 45,Caucasian,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/1/13,3/2/13,0
5111,Male,25,25 - 45,African-American,0,3,0,0,1,F,Aggravated Battery / Pregnant,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,,,0
5112,Male,40,25 - 45,African-American,0,7,0,0,5,F,arrest case no charge,1,1,Risk of Recidivism,Medium,Risk of Violence,7,Medium,7/29/14,8/28/14,1
5113,Male,21,Less than 25,African-American,0,4,0,0,0,F,Burglary Conveyance Unoccup,1,0,Risk of Recidivism,Low,Risk of Violence,6,Medium,7/19/13,7/19/13,1
5114,Male,50,Greater than 45,Caucasian,0,7,0,0,26,F,Possession of Cocaine,1,0,Risk of Recidivism,Medium,Risk of Violence,2,Low,2/12/15,9/28/15,1
5116,Male,28,25 - 45,African-American,0,7,1,0,10,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,4/16/13,12/16/13,1
5117,Male,20,Less than 25,African-American,0,9,1,0,2,F,Possession of Cocaine,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,6/17/15,7/23/15,1
5118,Male,33,25 - 45,Native American,1,7,0,0,9,M,Aggravated Battery,1,1,Risk of Recidivism,Medium,Risk of Violence,9,High,12/1/13,1/24/14,1
5119,Male,31,25 - 45,African-American,5,9,0,0,10,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,6,Medium,5/23/13,5/28/13,1
5120,Female,57,Greater than 45,African-American,0,1,0,0,0,M,Resist/Obstruct W/O Violence,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/9/13,3/28/13,0
5121,Male,25,25 - 45,African-American,0,2,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,9/16/13,9/23/13,0
5122,Male,22,Less than 25,African-American,0,8,4,0,7,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,9,High,9/11/14,9/18/14,1
5123,Male,31,25 - 45,African-American,0,3,0,0,3,F,Burglary Dwelling Assault/Batt,1,1,Risk of Recidivism,Low,Risk of Violence,2,Low,5/2/14,5/3/14,1
5126,Male,43,25 - 45,African-American,0,4,0,0,7,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,2/3/14,2/4/14,0
5127,Female,25,25 - 45,Caucasian,0,4,0,0,0,M,Driving Under The Influence,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,11/11/15,11/16/15,0
5128,Male,39,25 - 45,Hispanic,0,2,0,0,1,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,1/13/13,1/14/13,0
5130,Male,40,25 - 45,African-American,0,1,0,0,1,F,Felony Driving While Lic Suspd,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/10/13,9/12/13,0
5131,Male,20,Less than 25,African-American,0,5,0,0,0,F,Burglary Structure Unoccup,1,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,5/20/14,5/22/14,1
5132,Male,35,25 - 45,African-American,0,7,0,0,2,M,Possess Cannabis/20 Grams Or Less,0,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,1/15/13,1/16/13,0
5133,Male,34,25 - 45,African-American,0,1,0,0,1,M,arrest case no charge,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/19/13,3/23/13,1
5134,Male,27,25 - 45,Caucasian,0,9,0,1,18,F,Felony Petit Theft,1,0,Risk of Recidivism,High,Risk of Violence,10,High,10/27/14,4/24/15,1
5136,Male,37,25 - 45,Hispanic,0,5,0,0,1,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,1/28/15,7/7/15,1
5137,Female,38,25 - 45,African-American,0,1,0,0,3,F,Driving While License Revoked,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/25/14,8/26/14,1
5138,Male,21,Less than 25,Caucasian,0,7,0,0,0,F,Possession of Cannabis,1,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,1/13/15,2/11/15,1
5140,Male,25,25 - 45,African-American,0,1,0,0,0,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,2/7/14,2/8/14,1
5141,Male,53,Greater than 45,African-American,0,6,0,0,6,M,Petit Theft,1,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,3/9/13,3/17/13,1
5142,Female,50,Greater than 45,African-American,0,3,0,0,4,F,Aggrav Battery w/Deadly Weapon,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/20/15,5/4/15,0
5143,Female,23,Less than 25,Caucasian,0,6,0,0,1,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,3/26/14,3/27/14,0
5145,Male,27,25 - 45,African-American,1,4,0,0,2,F,Deliver Cocaine,1,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,7/9/13,8/2/13,1
5147,Male,22,Less than 25,Other,0,5,0,0,0,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,6/20/14,6/27/14,1
5148,Male,27,25 - 45,Caucasian,0,3,0,0,0,M,Susp Drivers Lic 1st Offense,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,10/20/15,10/21/15,1
5149,Male,29,25 - 45,African-American,0,8,0,0,5,F,Possession of Cannabis,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,6/2/15,6/3/15,1
5150,Male,38,25 - 45,African-American,0,1,0,0,1,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,10/20/13,10/24/13,0
5151,Female,54,Greater than 45,Caucasian,0,2,0,0,2,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,12/20/13,12/20/13,0
5152,Male,26,25 - 45,African-American,0,10,0,0,1,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,10,High,8/11/13,10/7/13,1
5153,Male,37,25 - 45,African-American,1,8,8,5,23,F,Deliver Cocaine,1,0,Risk of Recidivism,High,Risk of Violence,6,Medium,2/8/14,2/8/14,1
5154,Male,36,25 - 45,African-American,0,10,2,1,25,M,Battery,1,0,Risk of Recidivism,High,Risk of Violence,3,Low,6/1/13,6/1/13,1
5155,Male,28,25 - 45,African-American,0,10,0,0,18,F,Deliver Cannabis,1,1,Risk of Recidivism,High,Risk of Violence,7,Medium,7/1/13,7/19/13,1
5158,Male,49,Greater than 45,African-American,0,1,0,0,1,M,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/22/13,3/24/13,0
5160,Male,36,25 - 45,African-American,0,7,0,0,11,F,Driving While License Revoked,1,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,8/9/15,8/10/15,0
5161,Female,26,25 - 45,African-American,0,9,0,0,2,F,arrest case no charge,0,0,Risk of Recidivism,High,Risk of Violence,8,High,,,0
5162,Female,41,25 - 45,Caucasian,0,3,0,0,0,F,Aggravated Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/9/13,5/10/13,0
5163,Male,26,25 - 45,Hispanic,0,7,0,1,9,F,Battery on Law Enforc Officer,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,9/28/14,10/10/14,1
5166,Male,40,25 - 45,Caucasian,1,9,0,0,9,F,arrest case no charge,0,0,Risk of Recidivism,High,Risk of Violence,6,Medium,11/5/13,11/6/13,0
5167,Male,29,25 - 45,Caucasian,0,8,0,1,8,M,Susp Drivers Lic 1st Offense,0,0,Risk of Recidivism,High,Risk of Violence,4,Low,10/13/13,10/13/13,0
5168,Male,21,Less than 25,African-American,1,10,0,0,7,F,Fleeing Or Attmp Eluding A Leo,1,0,Risk of Recidivism,High,Risk of Violence,10,High,3/28/14,5/8/14,1
5170,Male,22,Less than 25,Other,0,2,0,0,0,F,False Imprisonment,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,8/6/14,8/7/14,1
5171,Male,33,25 - 45,Caucasian,0,1,0,0,0,F,Possession of Hydromorphone,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,12/9/13,1/10/14,0
5172,Male,26,25 - 45,African-American,0,7,0,0,7,F,Poss Cocaine/Intent To Del/Sel,0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,7/31/14,8/1/14,0
5173,Female,27,25 - 45,African-American,0,3,0,0,0,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,4/19/14,4/23/14,1
5174,Male,35,25 - 45,African-American,0,2,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/1/13,8/2/13,0
5176,Male,27,25 - 45,African-American,0,2,0,0,3,M,Susp Drivers Lic 1st Offense,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,3/1/14,3/2/14,0
5177,Male,37,25 - 45,Hispanic,0,1,0,0,3,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/31/13,4/2/13,1
5178,Female,31,25 - 45,African-American,0,5,0,0,3,F,arrest case no charge,0,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,2/14/14,2/15/14,0
5179,Male,36,25 - 45,African-American,1,8,0,0,26,F,Poss Cocaine/Intent To Del/Sel,1,0,Risk of Recidivism,High,Risk of Violence,4,Low,8/21/14,8/24/14,1
5180,Female,32,25 - 45,Other,0,2,0,0,0,M,Viol Injunct Domestic Violence,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,11/1/13,11/3/13,0
5181,Male,50,Greater than 45,Caucasian,0,1,0,0,1,F,Aggrav Battery w/Deadly Weapon,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/31/13,4/1/13,0
5182,Male,52,Greater than 45,Caucasian,0,1,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/28/13,3/1/13,0
5183,Male,24,Less than 25,African-American,0,4,0,0,1,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,2/4/13,2/6/13,0
5184,Male,38,25 - 45,African-American,0,4,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,3/18/15,3/24/15,0
5186,Male,54,Greater than 45,African-American,0,8,0,0,11,F,arrest case no charge,0,0,Risk of Recidivism,High,Risk of Violence,3,Low,3/27/13,3/28/13,0
5187,Male,71,Greater than 45,Caucasian,0,2,0,0,13,F,Felony Driving While Lic Suspd,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/17/13,8/18/13,0
5188,Male,27,25 - 45,African-American,0,7,4,4,9,F,Poss Pyrrolidinovalerophenone W/I/D/S,1,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,12/13/14,12/20/14,1
5189,Female,39,25 - 45,Caucasian,0,4,0,0,1,F,Possession of Cocaine,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/8/13,10/17/13,0
5190,Male,34,25 - 45,Other,0,2,0,0,1,M,Driving License Suspended,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,8/23/13,8/24/13,1
5191,Male,23,Less than 25,Other,0,8,0,0,0,M,Battery,1,0,Risk of Recidivism,High,Risk of Violence,5,Medium,2/24/14,3/1/14,1
5192,Male,46,Greater than 45,African-American,1,4,0,0,8,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,6/26/14,6/27/14,1
5193,Female,36,25 - 45,African-American,0,6,0,0,5,F,Battery on Law Enforc Officer,1,1,Risk of Recidivism,Medium,Risk of Violence,4,Low,3/16/13,3/16/13,1
5194,Male,55,Greater than 45,African-American,0,1,0,0,0,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,12/15/13,12/16/13,0
5196,Male,33,25 - 45,Hispanic,0,4,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,,,0
5197,Male,45,Greater than 45,African-American,0,3,0,0,0,M,,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,2/25/14,2/26/14,1
5198,Male,27,25 - 45,Caucasian,0,4,0,0,0,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,10/30/13,11/8/13,0
5201,Male,23,Less than 25,African-American,0,4,0,3,2,F,Carrying Concealed Firearm,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,8/30/13,8/30/13,1
5203,Male,20,Less than 25,African-American,1,7,0,0,1,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,1/21/14,6/14/14,1
5204,Female,31,25 - 45,African-American,0,8,2,0,10,F,Uttering a Forged Instrument,0,0,Risk of Recidivism,High,Risk of Violence,4,Low,6/18/15,6/24/15,0
5205,Male,24,Less than 25,Caucasian,0,9,0,0,8,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,9,High,4/7/13,5/14/13,0
5207,Female,37,25 - 45,Caucasian,0,8,0,0,2,F,Tampering With Physical Evidence,1,0,Risk of Recidivism,High,Risk of Violence,2,Low,12/12/14,12/13/14,1
5208,Male,25,25 - 45,African-American,0,6,0,0,0,M,Operating W/O Valid License,1,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,7/19/13,8/22/13,1
5209,Male,26,25 - 45,Caucasian,0,3,0,0,0,F,Possession of Cannabis,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,4/4/13,4/5/13,0
5211,Male,29,25 - 45,Hispanic,0,3,0,0,0,F,Driving While License Revoked,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,,,0
5213,Male,33,25 - 45,Hispanic,0,2,0,0,3,M,Driving License Suspended,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,2/18/13,2/19/13,0
5215,Male,29,25 - 45,Caucasian,0,2,0,0,0,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,4/14/13,4/15/13,0
5216,Male,41,25 - 45,African-American,0,1,0,0,4,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,12/15/13,12/15/13,1
5217,Male,37,25 - 45,African-American,0,1,0,0,0,F,Felony Battery (Dom Strang),1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,5/27/15,5/28/15,1
5218,Male,46,Greater than 45,Caucasian,0,3,0,0,2,F,Solicit To Deliver Cocaine,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/19/14,3/2/14,0
5219,Female,56,Greater than 45,Caucasian,0,5,0,0,10,F,Possession of Cocaine,1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,4/15/13,4/18/13,1
5222,Male,23,Less than 25,African-American,0,3,0,0,0,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,2/25/14,3/3/14,1
5223,Female,23,Less than 25,African-American,0,5,0,0,1,F,Poss Pyrrolidinovalerophenone,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,2/10/15,2/15/15,1
5224,Male,25,25 - 45,African-American,0,8,0,0,0,F,Poss/Sell/Del Cocaine 1000FT Sch,1,0,Risk of Recidivism,High,Risk of Violence,6,Medium,9/25/14,1/1/20,1
5225,Male,24,Less than 25,African-American,0,7,0,0,1,F,Poss Cocaine/Intent To Del/Sel,1,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,11/5/15,11/6/15,1
5226,Male,35,25 - 45,African-American,0,10,0,0,27,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,High,Risk of Violence,6,Medium,9/19/13,9/20/13,0
5227,Male,48,Greater than 45,African-American,0,8,0,0,10,F,Deliver Cocaine,0,0,Risk of Recidivism,High,Risk of Violence,6,Medium,6/10/92,5/8/99,0
5231,Male,26,25 - 45,Hispanic,0,2,0,0,1,M,DUI Level 0.15 Or Minor In Veh,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,3/9/13,3/10/13,1
5232,Male,24,Less than 25,Caucasian,0,7,0,0,2,F,Burglary Conveyance Unoccup,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,10/12/13,2/7/14,1
5236,Male,25,25 - 45,African-American,0,10,1,1,8,F,arrest case no charge,0,0,Risk of Recidivism,High,Risk of Violence,8,High,9/8/09,4/14/11,0
